4.03124e-09,0
8.06248e-09,0
1.20937e-08,0
1.6125e-08,0
2.01562e-08,0
2.41875e-08,0
2.82187e-08,0
3.22499e-08,0
3.62812e-08,0
4.03124e-08,0
4.43437e-08,0
4.83749e-08,0
5.24061e-08,0
5.64374e-08,0
6.04686e-08,0
6.44999e-08,0
6.85311e-08,0
7.25624e-08,0
7.65936e-08,0
8.06248e-08,0
8.46561e-08,0
8.86873e-08,0
9.27186e-08,0
9.67498e-08,0
1.00781e-07,0
1.04812e-07,0
1.08844e-07,0
1.12875e-07,0
1.16906e-07,0
1.20937e-07,0
1.24969e-07,0
1.29e-07,5.48542e-11
1.33031e-07,2.49195e-10
1.37062e-07,7.55098e-10
1.41093e-07,1.84758e-09
1.45125e-07,3.95148e-09
1.49156e-07,7.68008e-09
1.53187e-07,1.38864e-08
1.57218e-07,2.37146e-08
1.6125e-07,3.86576e-08
1.65281e-07,6.06167e-08
1.69312e-07,9.19636e-08
1.73343e-07,1.35604e-07
1.77375e-07,1.95041e-07
1.81406e-07,2.74441e-07
1.85437e-07,3.78693e-07
1.89468e-07,5.13471e-07
1.935e-07,6.85295e-07
1.97531e-07,9.0158e-07
2.01562e-07,1.17069e-06
2.05593e-07,1.50199e-06
2.09625e-07,1.90588e-06
2.13656e-07,2.39383e-06
2.17687e-07,2.97842e-06
2.21718e-07,3.67336e-06
2.2575e-07,4.49353e-06
2.29781e-07,5.45494e-06
2.33812e-07,6.57481e-06
2.37843e-07,7.87151e-06
2.41875e-07,9.3646e-06
2.45906e-07,1.10748e-05
2.49937e-07,1.3024e-05
2.53968e-07,1.52352e-05
2.57999e-07,1.77325e-05
2.62031e-07,2.05412e-05
2.66062e-07,2.36874e-05
2.70093e-07,2.71985e-05
2.74124e-07,3.11026e-05
2.78156e-07,3.5429e-05
2.82187e-07,4.02077e-05
2.86218e-07,4.54696e-05
2.90249e-07,5.12465e-05
2.94281e-07,5.75707e-05
2.98312e-07,6.44753e-05
3.02343e-07,7.19942e-05
3.06374e-07,8.01615e-05
3.10406e-07,8.90122e-05
3.14437e-07,9.85816e-05
3.18468e-07,0.000108905
3.22499e-07,0.000120019
3.26531e-07,0.00013196
3.30562e-07,0.000144765
3.34593e-07,0.000158469
3.38624e-07,0.00017311
3.42656e-07,0.000188726
3.46687e-07,0.000205352
3.50718e-07,0.000223026
3.54749e-07,0.000241785
3.58781e-07,0.000261666
3.62812e-07,0.000282705
3.66843e-07,0.000304938
3.70874e-07,0.000328403
3.74906e-07,0.000353134
3.78937e-07,0.000379167
3.82968e-07,0.000406537
3.86999e-07,0.000435279
3.9103e-07,0.000465428
3.95062e-07,0.000497017
3.99093e-07,0.000530079
4.03124e-07,0.000564647
4.07155e-07,0.000600754
4.11187e-07,0.000638431
4.15218e-07,0.000677709
4.19249e-07,0.000718618
4.2328e-07,0.00076119
4.27312e-07,0.000805451
4.31343e-07,0.000851432
4.35374e-07,0.000899159
4.39405e-07,0.00094866
4.43437e-07,0.000999961
4.47468e-07,0.00105309
4.51499e-07,0.00110807
4.5553e-07,0.00116492
4.59562e-07,0.00122367
4.63593e-07,0.00128434
4.67624e-07,0.00134695
4.71655e-07,0.00141153
4.75687e-07,0.0014781
4.79718e-07,0.00154666
4.83749e-07,0.00161725
4.8778e-07,0.00168988
4.91812e-07,0.00176457
4.95843e-07,0.00184133
4.99874e-07,0.00192019
5.03905e-07,0.00200115
5.07937e-07,0.00208423
5.11968e-07,0.00216944
5.15999e-07,0.0022568
5.2003e-07,0.00234632
5.24061e-07,0.00243801
5.28093e-07,0.00253188
5.32124e-07,0.00262794
5.36155e-07,0.0027262
5.40186e-07,0.00282667
5.44218e-07,0.00292936
5.48249e-07,0.00303427
5.5228e-07,0.00314142
5.56311e-07,0.0032508
5.60343e-07,0.00336243
5.64374e-07,0.0034763
5.68405e-07,0.00359242
5.72436e-07,0.0037108
5.76468e-07,0.00383144
5.80499e-07,0.00395434
5.8453e-07,0.00407951
5.88561e-07,0.00420694
5.92593e-07,0.00433663
5.96624e-07,0.00446859
6.00655e-07,0.00460282
6.04686e-07,0.00473931
6.08718e-07,0.00487806
6.12749e-07,0.00501907
6.1678e-07,0.00516235
6.20811e-07,0.00530788
6.24843e-07,0.00545567
6.28874e-07,0.0056057
6.32905e-07,0.00575799
6.36936e-07,0.00591251
6.40967e-07,0.00606928
6.44999e-07,0.00622828
6.4903e-07,0.0063895
6.53061e-07,0.00655294
6.57092e-07,0.0067186
6.61124e-07,0.00688647
6.65155e-07,0.00705654
6.69186e-07,0.00722881
6.73217e-07,0.00740326
6.77249e-07,0.00757989
6.8128e-07,0.00775869
6.85311e-07,0.00793965
6.89342e-07,0.00812277
6.93374e-07,0.00830803
6.97405e-07,0.00849543
7.01436e-07,0.00868495
7.05467e-07,0.00887659
7.09499e-07,0.00907033
7.1353e-07,0.00926617
7.17561e-07,0.0094641
7.21592e-07,0.0096641
7.25624e-07,0.00986617
7.29655e-07,0.0100703
7.33686e-07,0.0102765
7.37717e-07,0.0104846
7.41749e-07,0.0106949
7.4578e-07,0.0109071
7.49811e-07,0.0111213
7.53842e-07,0.0113375
7.57874e-07,0.0115557
7.61905e-07,0.0117758
7.65936e-07,0.0119979
7.69967e-07,0.0122219
7.73998e-07,0.0124478
7.7803e-07,0.0126757
7.82061e-07,0.0129054
7.86092e-07,0.013137
7.90123e-07,0.0133705
7.94155e-07,0.0136059
7.98186e-07,0.0138431
8.02217e-07,0.0140821
8.06248e-07,0.0143229
8.1028e-07,0.0145656
8.14311e-07,0.01481
8.18342e-07,0.0150562
8.22373e-07,0.0153042
8.26405e-07,0.015554
8.30436e-07,0.0158054
8.34467e-07,0.0160586
8.38498e-07,0.0163135
8.4253e-07,0.0165701
