           1   1.0000000000000000     
           2  0.98333330457539581     
           3  0.96666660922961467     
           4  0.94999991404126427     
           5  0.93333321908852052     
           6  0.91666652444891372     
           7  0.89999983019911567     
           8  0.88333313641472988     
           9  0.86666644317008412     
          10  0.84999975053802690     
          11  0.83333305858972717     
          12  0.81666636739448051     
          13  0.79999967701951813     
          14  0.78333298752982250     
          15  0.76666629898795002     
          16  0.74999961145385940     
          17  0.73333292498474667     
          18  0.71666623963488907     
          19  0.69999955545549575     
          20  0.68333287249456787     
          21  0.66666619079676726     
          22  0.64999951040329274     
          23  0.63333283135176888     
          24  0.61666615367614164     
          25  0.59999947740658577     
          26  0.58333280256942210     
          27  0.56666612918704540     
          28  0.54999945727786326     
          29  0.53333278685624463     
          30  0.51666611793248185     
          31  0.49999945051276129     
          32  0.48333278459914719     
          33  0.46666612018957532     
          34  0.44999945727785928     
          35  0.43333279585370682     
          36  0.41666613590274881     
          37  0.39999947740657782     
          38  0.38333282034279903     
          39  0.36666616468509172     
          40  0.34999951040328092     
          41  0.33333285746342090     
          42  0.31666620582788718     
          43  0.29999955545548057     
          44  0.28333290630153968     
          45  0.26666625831806334     
          46  0.24999961145384214     
          47  0.23333296565459899     
          48  0.21666632086313775     
          49  0.19999967701950000     
          50  0.18333303406112933     
          51  0.16666639192304300     
          52  0.14999975053800990     
          53  0.13333310983673480     
          54  0.11666646974804837     
          55   9.9999830199102205E-002
          56   8.3333191115568500E-002
          57   6.6666552421843828E-002
          58   4.9999914041256283E-002
          59   3.3333275896275688E-002
          60   1.6666637908726085E-002
          61   0.0000000000000000     
